"x","y","elev","grad"
856.775,250,144.35,0.1866943
861.8,250,143.51,0.1765747
866.825,250,142.77,0.1667181
871.85,250,142.04,0.1597803
876.875,250,141.3,0.157928
881.9,250,140.57,0.1623908
886.925,250,139.93,0.1724191
891.95,250,139.28,0.1841227
896.975,250,138.28,0.1932032
902,250,137.07,0.197153
907.025,250,135.72,0.1936196
912.05,250,134.29,0.182253
917.075,250,133.2,0.1641231
922.1,250,132.43,0.1399581
927.125,250,132.12,0.1118793
932.15,250,132.06,0.08347035
937.175,250,131.94,0.05863257
942.2,250,131.81,0.04108109
947.225,250,131.69,0.03196897
952.25,250,131.68,0.02960946
957.275,250,131.72,0.03188749
962.3,250,131.67,0.03588563
967.325,250,131.49,0.04126341
972.35,250,131.26,0.04849014
977.375,250,130.98,0.05741138
982.4,250,130.7,0.06736633
987.425,250,130.42,0.07767513
992.45,250,130.13,0.08800711
997.475,250,129.8,0.1003066
1002.5,250,129.42,0.1136006
-2.5,255.05,143.7,0.04583373
2.525,255.05,143.77,0.04326238
7.55,255.05,143.94,0.0420019
12.575,255.05,144.01,0.04168618
17.6,255.05,143.94,0.04163331
22.625,255.05,143.89,0.04183706
27.65,255.05,143.83,0.04219869
32.675,255.05,143.78,0.0424671
37.7,255.05,143.79,0.04240902
42.725,255.05,143.78,0.0422142
47.75,255.05,143.7,0.04231736
52.775,255.05,143.65,0.04289064
57.8,255.05,143.74,0.04360027
62.825,255.05,143.88,0.04408404
67.85,255.05,144.1,0.04392018
72.875,255.05,144.27,0.04356755
77.9,255.05,144.38,0.0436589
82.925,255.05,144.38,0.04489034
87.95,255.05,144.09,0.04757725
92.975,255.05,143.82,0.05132278
98,255.05,143.72,0.05541084
103.025,255.05,143.64,0.05903296
108.05,255.05,143.61,0.06190445
113.075,255.05,143.53,0.06404302
118.1,255.05,143.38,0.06592214
123.125,255.05,143.26,0.06808508
128.15,255.05,143.14,0.06992309
133.175,255.05,143.02,0.07048225
138.2,255.05,142.9,0.06971268
143.225,255.05,142.73,0.06803907
148.25,255.05,142.47,0.06603467
153.275,255.05,142.34,0.06469213
158.3,255.05,142.38,0.06371707
163.325,255.05,142.48,0.06282194
168.35,255.05,142.67,0.06177315
173.375,255.05,142.71,0.06203192
178.4,255.05,142.58,0.06676414
183.425,255.05,142.37,0.0758256
188.45,255.05,142.13,0.08295916
193.475,255.05,141.87,0.08648987
198.5,255.05,141.69,0.08602936
203.525,255.05,141.13,0.08074159
208.55,255.05,140.64,0.07194203
213.575,255.05,140.28,0.06163491
218.6,255.05,140.18,0.05018819
223.625,255.05,140.08,0.0391589
228.65,255.05,139.98,0.02973902
233.675,255.05,140.04,0.02292009
238.7,255.05,140.14,0.01772847
243.725,255.05,140.18,0.01434582
248.75,255.05,140.24,0.01192075
253.775,255.05,140.31,0.00957327
258.8,255.05,140.36,0.00759143
263.825,255.05,140.41,0.00582261
268.85,255.05,140.48,0.004253761
273.875,255.05,140.52,0.003429479
278.9,255.05,140.47,0.003766058
283.925,255.05,140.42,0.004642216
288.95,255.05,140.35,0.005432044
293.975,255.05,140.29,0.00612602
299,255.05,140.28,0.006842357
304.025,255.05,140.34,0.007554238
309.05,255.05,140.52,0.008243848
314.075,255.05,140.61,0.008980305
319.1,255.05,140.58,0.009647167
324.125,255.05,140.55,0.009653723
329.15,255.05,140.51,0.008458999
334.175,255.05,140.5,0.006557481
339.2,255.05,140.53,0.005046471
344.225,255.05,140.6,0.004779563
349.25,255.05,140.69,0.00575982
354.275,255.05,140.76,0.007507456
359.3,255.05,140.77,0.009906697
364.325,255.05,140.84,0.01266159
369.35,255.05,140.93,0.01553517
374.375,255.05,141.05,0.01828547
379.4,255.05,141.14,0.02017043
384.425,255.05,141.22,0.02068836
389.45,255.05,141.29,0.02002952
394.475,255.05,141.37,0.01883789
399.5,255.05,141.43,0.01764289
404.525,255.05,141.44,0.01656575
409.55,255.05,141.32,0.01557429
414.575,255.05,141.24,0.01453882
419.6,255.05,141.26,0.01333632
424.625,255.05,141.34,0.01202697
429.65,255.05,141.44,0.01084446
434.675,255.05,141.53,0.01018266
439.7,255.05,141.59,0.01103784
444.725,255.05,141.55,0.01412994
449.75,255.05,141.33,0.01930624
454.775,255.05,141.28,0.02634873
459.8,255.05,141.49,0.03613136
464.825,255.05,141.79,0.0503519
469.85,255.05,142.12,0.069344
474.875,255.05,142.45,0.09009302
479.9,255.05,142.76,0.1093337
484.925,255.05,143.28,0.1242806
489.95,255.05,144.3,0.1340002
494.975,255.05,145.38,0.1383957
500,255.05,146.29,0.137332
505.025,255.05,147.05,0.1306406
510.05,255.05,147.6,0.1189609
515.075,255.05,148,0.1043542
520.1,255.05,148.37,0.09035128
525.125,255.05,148.75,0.07968124
530.15,255.05,149.1,0.0720449
535.175,255.05,149.43,0.06695327
540.2,255.05,149.76,0.06309012
545.225,255.05,150.05,0.0590452
550.25,255.05,150.28,0.05486123
555.275,255.05,150.49,0.05109031
560.3,255.05,150.71,0.04802115
565.325,255.05,150.95,0.04588637
570.35,255.05,151.19,0.04496167
575.375,255.05,151.42,0.04516914
580.4,255.05,151.64,0.04559227
585.425,255.05,151.86,0.04511464
590.45,255.05,152.07,0.04324008
595.475,255.05,152.29,0.04046571
600.5,255.05,152.51,0.03734986
605.525,255.05,152.68,0.03432329
610.55,255.05,152.74,0.0318269
615.575,255.05,152.77,0.03019263
620.6,255.05,152.84,0.02943474
625.625,255.05,152.95,0.02954658
630.65,255.05,153.08,0.03039155
635.675,255.05,153.2,0.031741
640.7,255.05,153.35,0.03308134
645.725,255.05,153.51,0.03405454
650.75,255.05,153.65,0.03493714
655.775,255.05,153.77,0.03598203
660.8,255.05,153.9,0.03742997
665.825,255.05,154.05,0.03925902
670.85,255.05,154.22,0.04104249
675.875,255.05,154.38,0.042221
680.9,255.05,154.6,0.04264277
685.925,255.05,154.89,0.04237752
690.95,255.05,155.32,0.04156088
695.975,255.05,155.67,0.0398089
701,255.05,155.88,0.03687224
706.025,255.05,156.08,0.03278307
711.05,255.05,156.28,0.02767865
716.075,255.05,156.45,0.02216734
721.1,255.05,156.56,0.01717062
726.125,255.05,156.61,0.01358328
731.15,255.05,156.62,0.01121916
736.175,255.05,156.62,0.009807233
741.2,255.05,156.58,0.00911265
746.225,255.05,156.54,0.009208174
751.25,255.05,156.53,0.01031724
756.275,255.05,156.52,0.0122462
761.3,255.05,156.44,0.01435712
766.325,255.05,156.33,0.01663724
771.35,255.05,156.17,0.02013498
776.375,255.05,156.02,0.02667897
781.4,255.05,155.89,0.03697233
786.425,255.05,155.81,0.05008781
791.45,255.05,155.79,0.06531028
796.475,255.05,155.51,0.08293556
801.5,255.05,154.88,0.1023478
806.525,255.05,154.18,0.1225803
811.55,255.05,153.53,0.1423655
816.575,255.05,152.76,0.1601013
821.6,255.05,151.82,0.1750417
826.625,255.05,150.82,0.1873765
831.65,255.05,149.87,0.197462
836.675,255.05,148.89,0.2039754
841.7,255.05,147.84,0.205413
846.725,255.05,146.73,0.2017238
851.75,255.05,145.48,0.1948393
856.775,255.05,144.41,0.1862115
861.8,255.05,143.63,0.1763425
866.825,255.05,142.92,0.1663506
871.85,255.05,142.2,0.1587968
876.875,255.05,141.49,0.1563051
881.9,255.05,140.78,0.1602067
886.925,255.05,140.13,0.1700974
891.95,255.05,139.53,0.1823881
896.975,255.05,138.67,0.1923025
902,255.05,137.47,0.1967215
907.025,255.05,136.13,0.1942764
912.05,255.05,134.59,0.184521
917.075,255.05,133.29,0.1686124
922.1,255.05,132.46,0.1469645
927.125,255.05,132.02,0.1207916
932.15,255.05,132.05,0.09293391
937.175,255.05,132.05,0.06699227
942.2,255.05,131.86,0.04661807
947.225,255.05,131.71,0.03368759
952.25,255.05,131.69,0.02748379
957.275,255.05,131.69,0.02600831
962.3,255.05,131.64,0.02755684
967.325,255.05,131.5,0.03140112
972.35,255.05,131.31,0.03812895
977.375,255.05,131.1,0.04688964
982.4,255.05,130.87,0.05677239
987.425,255.05,130.64,0.06739406
992.45,255.05,130.37,0.07795476
997.475,255.05,130.08,0.0899249
1002.5,255.05,129.75,0.1034691
-2.5,260.1,143.86,0.04814957
2.525,260.1,143.9,0.04552206
7.55,260.1,144.05,0.04474209
12.575,260.1,144.17,0.04481396
17.6,260.1,144.14,0.04519999
22.625,260.1,144.07,0.04578743
27.65,260.1,144.01,0.04631127
32.675,260.1,143.97,0.04668334
37.7,260.1,143.98,0.04679987
42.725,260.1,143.98,0.04657697
47.75,260.1,143.9,0.04632627
52.775,260.1,143.84,0.04622184
57.8,260.1,143.91,0.04617151
62.825,260.1,144.05,0.04606208
67.85,260.1,144.25,0.04565854
72.875,260.1,144.46,0.04507859
77.9,260.1,144.62,0.04490797
82.925,260.1,144.66,0.04559485
87.95,260.1,144.41,0.04754051
92.975,260.1,144.08,0.0507554
98,260.1,143.91,0.05452517
103.025,260.1,143.83,0.05815033
108.05,260.1,143.82,0.06121969
113.075,260.1,143.8,0.06355598
118.1,260.1,143.71,0.06550342
123.125,260.1,143.59,0.06750799
128.15,260.1,143.47,0.06917016
133.175,260.1,143.35,0.06974527
138.2,260.1,143.23,0.0687996
143.225,260.1,143.07,0.06657616
148.25,260.1,142.82,0.0636896
153.275,260.1,142.65,0.06113537
158.3,260.1,142.66,0.05940574
163.325,260.1,142.73,0.05779685
168.35,260.1,142.89,0.05584379
173.375,260.1,142.97,0.0543858
178.4,260.1,142.82,0.057234
183.425,260.1,142.6,0.06552748
188.45,260.1,142.36,0.07484997
193.475,260.1,142.11,0.08025314
198.5,260.1,141.85,0.08242759
203.525,260.1,141.51,0.0794955
208.55,260.1,141.02,0.073482
213.575,260.1,140.61,0.06499883
218.6,260.1,140.47,0.05467699
223.625,260.1,140.42,0.04426751
228.65,260.1,140.33,0.03485394
233.675,260.1,140.25,0.02730944
238.7,260.1,140.25,0.02155809
243.725,260.1,140.28,0.01687837
248.75,260.1,140.32,0.01303495
253.775,260.1,140.37,0.009700811
258.8,260.1,140.4,0.007023774
263.825,260.1,140.44,0.005036849
268.85,260.1,140.49,0.003253197
273.875,260.1,140.51,0.001768999
278.9,260.1,140.48,0.001423358
283.925,260.1,140.42,0.002268986
288.95,260.1,140.34,0.003324405
293.975,260.1,140.28,0.004230746
299,260.1,140.25,0.005010176
304.025,260.1,140.29,0.005708903
309.05,260.1,140.44,0.006258179
314.075,260.1,140.58,0.006812207
319.1,260.1,140.58,0.007465146
324.125,260.1,140.54,0.007821931
329.15,260.1,140.5,0.007439236
334.175,260.1,140.48,0.006752761
339.2,260.1,140.51,0.007020966
344.225,260.1,140.57,0.00845849
349.25,260.1,140.67,0.01052088
354.275,260.1,140.77,0.0127424
359.3,260.1,140.87,0.01511517
364.325,260.1,140.97,0.01752216
369.35,260.1,141.08,0.01969425
374.375,260.1,141.19,0.02145182
379.4,260.1,141.27,0.0223896
384.425,260.1,141.35,0.02205698
389.45,260.1,141.42,0.02079719
394.475,260.1,141.48,0.01928669
399.5,260.1,141.53,0.01793528
404.525,260.1,141.54,0.01678555
409.55,260.1,141.43,0.01568006
414.575,260.1,141.33,0.01442112
419.6,260.1,141.34,0.01305735
424.625,260.1,141.4,0.01172216
429.65,260.1,141.48,0.0104856
434.675,260.1,141.56,0.00969693
439.7,260.1,141.62,0.01057146
444.725,260.1,141.6,0.01407235
449.75,260.1,141.42,0.01991814
454.775,260.1,141.33,0.02766794
459.8,260.1,141.55,0.03806239
464.825,260.1,141.87,0.05246998
469.85,260.1,142.21,0.07087278
474.875,260.1,142.55,0.09089439
479.9,260.1,142.88,0.1094324
484.925,260.1,143.36,0.123929
489.95,260.1,144.33,0.1332054
494.975,260.1,145.44,0.1370569
500,260.1,146.32,0.1353353
505.025,260.1,147.1,0.1281399
510.05,260.1,147.66,0.1162597
515.075,260.1,148.04,0.1019312
520.1,260.1,148.4,0.08842002
525.125,260.1,148.76,0.07813255
530.15,260.1,149.1,0.0710225
535.175,260.1,149.41,0.06624958
540.2,260.1,149.72,0.06274705
545.225,260.1,150.01,0.05913755
550.25,260.1,150.25,0.05530563
555.275,260.1,150.48,0.05187903
560.3,260.1,150.73,0.04905957
565.325,260.1,150.99,0.04703007
570.35,260.1,151.25,0.04601636
575.375,260.1,151.5,0.04599349
580.4,260.1,151.74,0.04620985
585.425,260.1,151.96,0.04566375
590.45,260.1,152.17,0.04391754
595.475,260.1,152.36,0.04133677
600.5,260.1,152.56,0.03847113
605.525,260.1,152.73,0.03579868
610.55,260.1,152.81,0.03365303
615.575,260.1,152.85,0.0323101
620.6,260.1,152.93,0.03175685
625.625,260.1,153.04,0.03190488
630.65,260.1,153.16,0.0326337
635.675,260.1,153.3,0.0336835
640.7,260.1,153.45,0.03472869
645.725,260.1,153.61,0.03547948
650.75,260.1,153.75,0.03600484
655.775,260.1,153.87,0.03651104
660.8,260.1,153.99,0.03738519
665.825,260.1,154.11,0.03869299
670.85,260.1,154.25,0.04007987
675.875,260.1,154.41,0.0408618
680.9,260.1,154.61,0.04082575
685.925,260.1,154.87,0.04019567
690.95,260.1,155.27,0.039041
695.975,260.1,155.66,0.03719672
701,260.1,155.91,0.03436887
706.025,260.1,156.1,0.03064381
711.05,260.1,156.28,0.0262996
716.075,260.1,156.43,0.02211256
721.1,260.1,156.52,0.01899256
726.125,260.1,156.58,0.01722686
731.15,260.1,156.6,0.01622776
736.175,260.1,156.58,0.01558243
741.2,260.1,156.53,0.01513238
746.225,260.1,156.48,0.01482949
751.25,260.1,156.48,0.01502845
756.275,260.1,156.47,0.0159377
761.3,260.1,156.4,0.01724304
766.325,260.1,156.29,0.0187994
771.35,260.1,156.14,0.02161372
776.375,260.1,155.99,0.02737921
781.4,260.1,155.84,0.03678826
786.425,260.1,155.74,0.04922774
791.45,260.1,155.71,0.06411454
796.475,260.1,155.48,0.08124245
801.5,260.1,154.87,0.1001521
806.525,260.1,154.15,0.1198495
811.55,260.1,153.5,0.1392571
816.575,260.1,152.78,0.1568577
821.6,260.1,151.85,0.1718469
826.625,260.1,150.86,0.1843725
831.65,260.1,149.91,0.194584
836.675,260.1,148.96,0.2015948
841.7,260.1,147.95,0.2037452
846.725,260.1,146.88,0.2007488
851.75,260.1,145.66,0.1941669
856.775,260.1,144.55,0.185683
861.8,260.1,143.74,0.1759548
866.825,260.1,143.05,0.1658521
871.85,260.1,142.35,0.1576819
876.875,260.1,141.65,0.1540679
881.9,260.1,140.95,0.1567394
886.925,260.1,140.29,0.1657225
891.95,260.1,139.7,0.1779689
896.975,260.1,138.91,0.1887004
902,260.1,137.76,0.1942356
907.025,260.1,136.48,0.1932812
912.05,260.1,135.02,0.1858944
917.075,260.1,133.69,0.1726593
922.1,260.1,132.79,0.1539209
927.125,260.1,132.22,0.1300601
932.15,260.1,132.09,0.1034445
937.175,260.1,132.08,0.0773379
942.2,260.1,131.89,0.05525991
947.225,260.1,131.71,0.03939761
952.25,260.1,131.66,0.02982341
957.275,260.1,131.65,0.02482854
962.3,260.1,131.58,0.02295221
967.325,260.1,131.47,0.02421203
972.35,260.1,131.33,0.02937375
977.375,260.1,131.17,0.03767851
982.4,260.1,130.99,0.04746286
987.425,260.1,130.79,0.0580024
992.45,260.1,130.56,0.06912561
997.475,260.1,130.28,0.08099934
1002.5,260.1,129.96,0.09359759
-2.5,265.15,144.11,0.05033065
2.525,265.15,144.12,0.04861715
7.55,265.15,144.26,0.04842291
12.575,265.15,144.39,0.04888252
17.6,265.15,144.39,0.0495586
22.625,265.15,144.34,0.05042572
27.65,265.15,144.31,0.05111449
32.675,265.15,144.26,0.05164046
37.7,265.15,144.26,0.05192257
42.725,265.15,144.27,0.05174165
47.75,265.15,144.23,0.05124623
52.775,265.15,144.14,0.05054821
57.8,265.15,144.17,0.04977298
62.825,265.15,144.26,0.04912099
67.85,265.15,144.43,0.04851897
72.875,265.15,144.65,0.04795741
77.9,265.15,144.81,0.04767376
82.925,265.15,144.9,0.04796293
87.95,265.15,144.71,0.04915928
92.975,265.15,144.35,0.05149965
98,265.15,144.17,0.05470733
103.025,265.15,144.1,0.05808326
108.05,265.15,144.11,0.06112927
113.075,265.15,144.12,0.06350446
118.1,265.15,144.05,0.06530727
123.125,265.15,143.92,0.06703742
128.15,265.15,143.81,0.06847413
133.175,265.15,143.68,0.06893533
138.2,265.15,143.56,0.06796283
143.225,265.15,143.39,0.06550226
148.25,265.15,143.16,0.06229945
153.275,265.15,142.97,0.05903386
158.3,265.15,142.95,0.05636753
163.325,265.15,143,0.05435421
168.35,265.15,143.11,0.0522301
173.375,265.15,143.2,0.05027548
178.4,265.15,143.07,0.05176127
183.425,265.15,142.84,0.05788506
188.45,265.15,142.61,0.06668834
193.475,265.15,142.37,0.07398114
198.5,265.15,142.11,0.0773611
203.525,265.15,141.75,0.0766964
208.55,265.15,141.28,0.07201168
213.575,265.15,140.84,0.06515656
218.6,265.15,140.68,0.05654502
223.625,265.15,140.64,0.04731759
228.65,265.15,140.54,0.03778694
233.675,265.15,140.4,0.029783
238.7,265.15,140.35,0.02370189
243.725,265.15,140.36,0.01840024
248.75,265.15,140.38,0.01366164
253.775,265.15,140.4,0.009823662
258.8,265.15,140.42,0.00683844
263.825,265.15,140.43,0.004699582
268.85,265.15,140.46,0.003137088
273.875,265.15,140.49,0.001942756
278.9,265.15,140.47,0.001259134
283.925,265.15,140.44,0.001465641
288.95,265.15,140.38,0.002669238
293.975,265.15,140.3,0.003950912
299,265.15,140.27,0.005118776
304.025,265.15,140.28,0.006163972
309.05,265.15,140.42,0.007014633
314.075,265.15,140.57,0.007802065
319.1,265.15,140.6,0.00866725
324.125,265.15,140.58,0.009469788
329.15,265.15,140.56,0.009919305
334.175,265.15,140.53,0.01022321
339.2,265.15,140.55,0.01115804
344.225,265.15,140.61,0.0127953
349.25,265.15,140.72,0.01468955
354.275,265.15,140.84,0.01658677
359.3,265.15,140.95,0.01839314
364.325,265.15,141.06,0.02013493
369.35,265.15,141.16,0.02154456
374.375,265.15,141.27,0.02240558
379.4,265.15,141.35,0.0225276
384.425,265.15,141.42,0.0217175
389.45,265.15,141.48,0.02026091
394.475,265.15,141.54,0.01876908
399.5,265.15,141.59,0.01752442
404.525,265.15,141.63,0.01643768
409.55,265.15,141.56,0.01544073
414.575,265.15,141.44,0.01422825
419.6,265.15,141.42,0.01281829
424.625,265.15,141.46,0.01155485
429.65,265.15,141.51,0.01029908
434.675,265.15,141.58,0.00914477
439.7,265.15,141.62,0.009718875
444.725,265.15,141.64,0.01372093
449.75,265.15,141.54,0.02045301
454.775,265.15,141.44,0.02914019
459.8,265.15,141.64,0.04018897
464.825,265.15,141.95,0.05495276
469.85,265.15,142.28,0.07288527
474.875,265.15,142.64,0.09197006
479.9,265.15,142.98,0.1094139
484.925,265.15,143.4,0.1231063
489.95,265.15,144.23,0.1318175
494.975,265.15,145.36,0.1351326
500,265.15,146.28,0.1328948
505.025,265.15,147.08,0.1253658
510.05,265.15,147.64,0.1135862
515.075,265.15,148.01,0.09979564
520.1,265.15,148.35,0.08705004
525.125,265.15,148.71,0.07711627
530.15,265.15,149.01,0.07024091
535.175,265.15,149.33,0.06575739
540.2,265.15,149.66,0.06262195
545.225,265.15,150,0.05956316
550.25,265.15,150.26,0.05629514
555.275,265.15,150.5,0.05334268
560.3,265.15,150.75,0.05083718
565.325,265.15,150.98,0.04884992
570.35,265.15,151.24,0.04761724
575.375,265.15,151.53,0.04726755
580.4,265.15,151.79,0.04720315
585.425,265.15,152.03,0.04650559
590.45,265.15,152.2,0.04489871
595.475,265.15,152.39,0.04260693
600.5,265.15,152.59,0.04003211
605.525,265.15,152.8,0.03759366
610.55,265.15,152.92,0.03569225
615.575,265.15,152.96,0.03449818
620.6,265.15,153.05,0.03397051
625.625,265.15,153.18,0.03397691
630.65,265.15,153.32,0.03446779
635.675,265.15,153.45,0.03518185
640.7,265.15,153.6,0.03588361
645.725,265.15,153.75,0.03637525
650.75,265.15,153.9,0.03659419
655.775,265.15,154.01,0.03670174
660.8,265.15,154.13,0.03702841
665.825,265.15,154.26,0.03788812
670.85,265.15,154.4,0.03882334
675.875,265.15,154.53,0.03910584
680.9,265.15,154.69,0.0385512
685.925,265.15,154.9,0.03750505
690.95,265.15,155.24,0.0359668
695.975,265.15,155.63,0.03382376
701,265.15,155.86,0.03103647
706.025,265.15,156.03,0.02783929
711.05,265.15,156.15,0.02474649
716.075,265.15,156.29,0.02225093
721.1,265.15,156.37,0.02080204
726.125,265.15,156.42,0.02028736
731.15,265.15,156.41,0.02008586
736.175,265.15,156.41,0.01980657
741.2,265.15,156.4,0.01953611
746.225,265.15,156.37,0.01921266
751.25,265.15,156.35,0.01915662
756.275,265.15,156.36,0.01965135
761.3,265.15,156.31,0.02058621
766.325,265.15,156.23,0.02180273
771.35,265.15,156.1,0.02410572
776.375,265.15,155.95,0.02901956
781.4,265.15,155.8,0.03735746
786.425,265.15,155.68,0.0488418
791.45,265.15,155.62,0.06307063
796.475,265.15,155.43,0.07962326
801.5,265.15,154.87,0.09778606
806.525,265.15,154.13,0.116817
811.55,265.15,153.47,0.1357729
816.575,265.15,152.79,0.1532657
821.6,265.15,151.93,0.1681521
826.625,265.15,150.95,0.1808434
831.65,265.15,150.02,0.1913795
836.675,265.15,149.07,0.1987583
841.7,265.15,148.07,0.2015794
846.725,265.15,147.05,0.1992019
851.75,265.15,145.9,0.1930672
856.775,265.15,144.74,0.1850364
861.8,265.15,143.86,0.1757611
866.825,265.15,143.2,0.165623
871.85,265.15,142.54,0.1567206
876.875,265.15,141.84,0.1516724
881.9,265.15,141.12,0.1524329
886.925,265.15,140.4,0.1595561
891.95,265.15,139.8,0.1709092
896.975,265.15,139.1,0.182196
902,265.15,138.05,0.189138
907.025,265.15,136.91,0.1900294
912.05,265.15,135.61,0.1852456
917.075,265.15,134.26,0.1751832
922.1,265.15,133.31,0.1596768
927.125,265.15,132.6,0.1385239
932.15,265.15,132.29,0.1135404
937.175,265.15,132.15,0.08801242
942.2,265.15,131.85,0.0652181
947.225,265.15,131.6,0.04717925
952.25,265.15,131.51,0.03455879
957.275,265.15,131.53,0.02670574
962.3,265.15,131.49,0.02227388
967.325,265.15,131.43,0.02091945
972.35,265.15,131.33,0.02355379
977.375,265.15,131.23,0.03040641
982.4,265.15,131.1,0.03940946
987.425,265.15,130.87,0.04949607
992.45,265.15,130.64,0.06086816
997.475,265.15,130.4,0.07304758
1002.5,265.15,130.1,0.08480038
-2.5,270.2,144.47,0.05266181
2.525,270.2,144.48,0.05211686
7.55,270.2,144.54,0.05237842
12.575,270.2,144.67,0.0530729
17.6,270.2,144.71,0.05397465
22.625,270.2,144.68,0.05488776
27.65,270.2,144.69,0.05567192
32.675,270.2,144.68,0.05643084
37.7,270.2,144.66,0.05694021
42.725,270.2,144.64,0.05692967
47.75,270.2,144.62,0.05623637
52.775,270.2,144.57,0.05513222
57.8,270.2,144.54,0.05379716
62.825,270.2,144.57,0.05259189
67.85,270.2,144.61,0.05187395
72.875,270.2,144.76,0.0513913
77.9,270.2,144.9,0.05111137
82.925,270.2,144.98,0.05121448
87.95,270.2,144.97,0.05186637
92.975,270.2,144.71,0.05341124
98,270.2,144.51,0.05586161
103.025,270.2,144.46,0.05868645
108.05,270.2,144.45,0.06140475
113.075,270.2,144.46,0.06358755
118.1,270.2,144.39,0.06515824
123.125,270.2,144.27,0.06655215
128.15,270.2,144.14,0.06774263
133.175,270.2,144.02,0.06806412
138.2,270.2,143.89,0.06708307
143.225,270.2,143.68,0.06455596
148.25,270.2,143.44,0.06115967
153.275,270.2,143.28,0.05778409
158.3,270.2,143.23,0.05469048
163.325,270.2,143.29,0.05213422
168.35,270.2,143.36,0.05027248
173.375,270.2,143.39,0.04894169
178.4,270.2,143.27,0.04971893
183.425,270.2,143.05,0.05493706
188.45,270.2,142.82,0.06251854
193.475,270.2,142.58,0.06942757
198.5,270.2,142.33,0.07266113
203.525,270.2,141.94,0.07265375
208.55,270.2,141.48,0.06998066
213.575,270.2,141.09,0.06390238
218.6,270.2,140.89,0.05626394
223.625,270.2,140.82,0.04789079
228.65,270.2,140.74,0.03896542
233.675,270.2,140.59,0.03091191
238.7,270.2,140.48,0.02453347
243.725,270.2,140.43,0.01918413
248.75,270.2,140.42,0.01429922
253.775,270.2,140.42,0.0101213
258.8,270.2,140.42,0.006923475
263.825,270.2,140.43,0.004670893
268.85,270.2,140.42,0.003355577
273.875,270.2,140.44,0.002717377
278.9,270.2,140.43,0.002484421
283.925,270.2,140.43,0.002586824
288.95,270.2,140.45,0.003411404
293.975,270.2,140.41,0.004783019
299,270.2,140.38,0.006288713
304.025,270.2,140.38,0.007682174
309.05,270.2,140.45,0.008891724
314.075,270.2,140.6,0.009992287
319.1,270.2,140.66,0.01108307
324.125,270.2,140.67,0.01219307
329.15,270.2,140.69,0.01304899
334.175,270.2,140.69,0.0137535
339.2,270.2,140.7,0.01477311
344.225,270.2,140.74,0.01614044
349.25,270.2,140.81,0.01756172
354.275,270.2,140.94,0.01887616
359.3,270.2,141.04,0.02001558
364.325,270.2,141.13,0.02103425
369.35,270.2,141.22,0.02177082
374.375,270.2,141.3,0.02201954
379.4,270.2,141.39,0.02165349
384.425,270.2,141.47,0.02062187
389.45,270.2,141.52,0.01920142
394.475,270.2,141.56,0.01789627
399.5,270.2,141.62,0.0168693
404.525,270.2,141.68,0.01595888
409.55,270.2,141.69,0.01510078
414.575,270.2,141.59,0.0141022
419.6,270.2,141.53,0.01282146
424.625,270.2,141.54,0.01167413
429.65,270.2,141.54,0.01048948
434.675,270.2,141.56,0.008848252
439.7,270.2,141.58,0.008872457
444.725,270.2,141.57,0.01323765
449.75,270.2,141.59,0.02105464
454.775,270.2,141.59,0.03096546
459.8,270.2,141.78,0.04283898
464.825,270.2,142.07,0.05796728
469.85,270.2,142.35,0.07572275
474.875,270.2,142.69,0.0938308
479.9,270.2,143.05,0.1101937
484.925,270.2,143.53,0.1227182
489.95,270.2,144.17,0.1305069
494.975,270.2,145.12,0.1331279
500,270.2,146.07,0.1303538
505.025,270.2,146.9,0.1225153
510.05,270.2,147.52,0.1108837
515.075,270.2,147.86,0.09757087
520.1,270.2,148.17,0.08559096
525.125,270.2,148.53,0.07627193
530.15,270.2,148.86,0.06948241
535.175,270.2,149.16,0.06508399
540.2,270.2,149.52,0.06219449
545.225,270.2,149.92,0.05970419
550.25,270.2,150.26,0.05711217
555.275,270.2,150.51,0.0547074
560.3,270.2,150.75,0.0527003
565.325,270.2,150.97,0.05098189
570.35,270.2,151.17,0.04965751
575.375,270.2,151.42,0.04893417
580.4,270.2,151.7,0.04858407
585.425,270.2,151.98,0.04781466
590.45,270.2,152.21,0.04630158
595.475,270.2,152.38,0.04423095
600.5,270.2,152.61,0.04192903
605.525,270.2,152.84,0.03971232
610.55,270.2,153.03,0.03790448
615.575,270.2,153.13,0.03663203
620.6,270.2,153.23,0.03588841
625.625,270.2,153.37,0.03561267
630.65,270.2,153.54,0.03565754
635.675,270.2,153.69,0.03594536
640.7,270.2,153.82,0.03627069
645.725,270.2,153.93,0.03643178
650.75,270.2,154.08,0.03639352
655.775,270.2,154.23,0.03623872
660.8,270.2,154.35,0.03616519
665.825,270.2,154.48,0.03654887
670.85,270.2,154.63,0.03711873
675.875,270.2,154.77,0.037079
680.9,270.2,154.89,0.0360922
685.925,270.2,155.05,0.03445819
690.95,270.2,155.23,0.03242509
695.975,270.2,155.52,0.02990711
701,270.2,155.71,0.02703823
706.025,270.2,155.85,0.02419158
711.05,270.2,155.95,0.02213389
716.075,270.2,155.99,0.02117201
721.1,270.2,156.05,0.02106105
726.125,270.2,156.1,0.02133196
731.15,270.2,156.1,0.0216115
736.175,270.2,156.08,0.0216953
741.2,270.2,156.12,0.0217569
746.225,270.2,156.17,0.02177108
